,Initial Comp.,,,,,,MC/MD comp.,,,,,MC/MD adsorption,,,,,Disorder
#,Co,Ni,Cr,Fe,Mn,Temp,Co,Ni,Cr,Fe,Mn,Co,Ni,Cr,Fe,Mn,
128,0.1,0.15,0.3,0.15,0.3,1000,0.1126602,0.1611256,0.2607604,0.1752274,0.2902266,-0.0418046,-0.03975,0.1434508,-0.08987798,0.02798104,0.4240422
,,,,,,1100,0.106393,0.1606392,0.2745752,0.1678914,0.2905016,-0.02727666,-0.04369,0.11025242,-0.07685512,0.03757156,0.4390914
,,,,,,1200,0.1024056,0.1604116,0.2853434,0.1621066,0.2897326,-0.001083654,-0.03747,0.04133206,-0.03598496,0.03320818,0.3991286
,,,,,,1300,0.101956,0.1615012,0.2857132,0.161875,0.2889544,-0.006456728,-0.04099,0.05426876,-0.04662964,0.03980468,0.4589502
129,0.15,0.3,0.1,0.15,0.3,1000,0.1531398,0.308723,0.08898932,0.1575446,0.2916034,-0.011964554,-0.02672,0.04915762,-0.03323252,0.022761044,0.3737256
,,,,,,1100,0.1505624,0.3113842,0.09122554,0.1550804,0.2917478,0.001904656,-0.04102,0.03386898,-0.02009854,0.02534077,0.3811036
,,,,,,1200,0.1515668,0.3116546,0.09219582,0.1554248,0.2891584,-0.003058164,-0.0435,0.031321624,-0.019824124,0.03506336,0.4248488
,,,,,,1300,0.150205,0.3125446,0.09216726,0.1544206,0.2906628,0.00477198,-0.05263,0.035454292,-0.020852102,0.03325866,0.4183406
130,0.15,0.3,0.15,0.1,0.3,1000,0.1554244,0.312016,0.1341228,0.1078054,0.2906312,-0.02047844,-0.03723,0.0571431,-0.03263804,0.03319876,0.3948954
,,,,,,1100,0.1537092,0.3121226,0.1367266,0.1067974,0.2906444,-0.009297836,-0.05,0.04591154,-0.021908172,0.03529144,0.4025598
,,,,,,1200,0.1516264,0.3119772,0.1427486,0.10276628,0.2908814,0.000870599,-0.04368,0.022447628,-0.00862738,0.02899184,0.3721014
,,,,,,1300,0.1504834,0.313632,0.141088,0.1043286,0.2904676,-0.002251978,-0.05245,0.04314416,-0.020101108,0.03166192,0.4448772
131,0.1,0.3,0.15,0.15,0.3,1000,0.1039172,0.3121238,0.13192,0.1617454,0.2902932,-0.014687378,-0.04097,0.07120704,-0.05147656,0.03592618,0.395782
,,,,,,1100,0.10176682,0.3131676,0.1353192,0.1601846,0.289562,-0.002562144,-0.0477,0.05371344,-0.03906246,0.03561558,0.3994232
,,,,,,1200,0.10063116,0.3131398,0.1372308,0.1583708,0.2906274,-0.005310159,-0.05158,0.06285766,-0.03967662,0.033704618,0.420215
,,,,,,1300,0.10018828,0.3144582,0.1391588,0.155727,0.2904676,0.003570412,-0.05424,0.04237392,-0.02189471,0.030188114,0.4142826
132,0.3,0.15,0.1,0.15,0.3,1000,0.3066318,0.157251,0.09003202,0.1574994,0.288586,-0.011228098,-0.0281,0.02322569,-0.021162018,0.0372641,0.3751598
,,,,,,1100,0.3079906,0.1578772,0.08861244,0.1583574,0.2871626,-0.027328284,-0.0313,0.03959372,-0.03059304,0.04963,0.4425352
,,,,,,1200,0.3035078,0.159197,0.09228388,0.157852,0.287159,-0.020964936,-0.02707,0.03160424,-0.03659656,0.05302544,0.4428224
,,,,,,1300,0.3044478,0.1585022,0.09308786,0.1578936,0.2860686,-0.017923868,-0.03007,0.02935524,-0.02996364,0.0486064,0.4447666
133,0.3,0.15,0.15,0.1,0.3,1000,0.315964,0.1553008,0.1295162,0.1103752,0.2888444,-0.0716395,-0.01859,0.09030908,-0.04576248,0.04568172,0.403756
,,,,,,1100,0.3150382,0.1584484,0.1298382,0.1080732,0.2886018,-0.05396534,-0.03287,0.0709821,-0.0258794,0.0417316,0.4403778
,,,,,,1200,0.3069116,0.1601888,0.1384638,0.106839,0.2875966,-0.02966212,-0.03164,0.04378348,-0.02764626,0.04516926,0.4395792
,,,,,,1300,0.3010842,0.1613954,0.1451604,0.1044196,0.28794,-0.01202479,-0.03749,0.0258112,-0.021885588,0.04559302,0.4185492
134,0.3,0.1,0.15,0.15,0.3,1000,0.3177112,0.1045504,0.1271216,0.164023,0.2865936,-0.0827542,-0.01315,0.1042325,-0.05748812,0.04915654,0.431048
,,,,,,1100,0.3107636,0.1072148,0.1333264,0.1626158,0.2860796,-0.043002,-0.02703,0.06705382,-0.05087504,0.0538508,0.4183678
,,,,,,1200,0.3094104,0.107244,0.1354268,0.1602692,0.2876502,-0.04095798,-0.02402,0.0607356,-0.04227918,0.04651738,0.4628284
,,,,,,1300,0.3069544,0.1072054,0.1379352,0.1605774,0.2873276,-0.02191424,-0.02943,0.04731402,-0.04395018,0.04798426,0.5106964
135,0.15,0.15,0.3,0.3,0.1,1000,0.198538,0.1642192,0.1679906,0.3996012,0.0696511,-0.2203514,-0.05718,0.595111,-0.4449286,0.1273496,0.4667632
,,,,,,1100,0.183449,0.1601472,0.2110432,0.3693738,0.07598696,-0.1256108,-0.03835,0.3478934,-0.2732258,0.08929716,0.4344948
,,,,,,1200,0.1762306,0.1575264,0.2328862,0.3544442,0.07891238,-0.1217178,-0.03034,0.3073802,-0.243204,0.08787904,0.442931
,,,,,,1300,0.166157,0.1565302,0.2597512,0.3323654,0.08519612,-0.06408676,-0.02571,0.1674612,-0.1326568,0.05498762,0.4386898
136,0.15,0.1,0.3,0.3,0.15,1000,0.2004054,0.1099726,0.166452,0.4058896,0.1172802,-0.2323806,-0.04288,0.6175974,-0.4819022,0.1395662,0.4885164
,,,,,,1100,0.195683,0.1088216,0.181703,0.3941542,0.119638,-0.1840848,-0.03414,0.484317,-0.386466,0.120374,0.4857648
,,,,,,1200,0.1786162,0.1070384,0.2216434,0.3659046,0.1267976,-0.1289442,-0.02295,0.3506576,-0.2923038,0.0935405,0.4377428
,,,,,,1300,0.1737928,0.1063084,0.2385082,0.352749,0.1286418,-0.09648096,-0.02018,0.2463932,-0.2101248,0.0803914,0.469006
137,0.1,0.15,0.3,0.3,0.15,1000,0.1323862,0.163235,0.1855466,0.3979118,0.1209202,-0.1259768,-0.04556,0.4459322,-0.3844364,0.11003798,0.4527122
,,,,,,1100,0.1252212,0.1632336,0.2113598,0.3753346,0.1248506,-0.106311,-0.05397,0.3768204,-0.3161976,0.0996626,0.4242982
,,,,,,1200,0.118292,0.1606432,0.2372056,0.3544988,0.1293602,-0.07322532,-0.04319,0.2475288,-0.210448,0.07933514,0.444823
,,,,,,1300,0.111298,0.1575054,0.2599866,0.338557,0.132653,-0.04428184,-0.03033,0.1629698,-0.1537828,0.06542944,0.448101
138,0.15,0.3,0.15,0.3,0.1,1000,0.1627278,0.3049384,0.1181038,0.3280902,0.08613984,-0.04867126,-0.01354,0.1243571,-0.11383012,0.051689,0.4065302
,,,,,,1100,0.1534868,0.3079364,0.1399496,0.3074648,0.09116268,-0.002920521,-0.0334,0.025564764,-0.015158204,0.0259187,0.3893168
,,,,,,1200,0.1534868,0.3079364,0.1399496,0.3074648,0.09116268,-0.002920521,-0.0334,0.025564764,-0.015158204,0.0259187,0.3893168
,,,,,,1300,0.1520596,0.3088142,0.1421202,0.3053384,0.09166776,-0.005906818,-0.03064,0.03327982,-0.03043802,0.03370678,0.368487
139,0.15,0.3,0.1,0.3,0.15,1000,0.155467,0.3051082,0.08610168,0.3154092,0.1379136,-0.019657126,-0.01884,0.04672856,-0.04785784,0.03962654,0.3843642
,,,,,,1100,0.154346,0.3087924,0.08614892,0.312472,0.138241,-0.01310872,-0.03422,0.04932892,-0.04489716,0.04289912,0.403344
,,,,,,1200,0.151675,0.3085988,0.0897822,0.3084142,0.1415298,-0.001198849,-0.03043,0.03546208,-0.0309328,0.027094908,0.408327
,,,,,,1300,0.1534214,0.3077142,0.09250184,0.306029,0.1403332,-0.012473136,-0.02977,0.029347104,-0.018499172,0.03139796,0.4130836
140,0.1,0.3,0.15,0.3,0.15,1000,0.1067582,0.3090518,0.1234066,0.3251662,0.1356174,-0.029310042,-0.03517,0.11333952,-0.10383248,0.05497614,0.4385736
,,,,,,1100,0.1079394,0.3060382,0.128093,0.3226086,0.1353208,-0.0299739,-0.01767,0.07899664,-0.08673652,0.05538064,0.4058614
,,,,,,1200,0.1038428,0.3086554,0.1350302,0.3142046,0.1382672,-0.014109783,-0.0298,0.05471528,-0.05498774,0.04418314,0.3708794
,,,,,,1300,0.10208788,0.3100378,0.1386772,0.3100812,0.1391164,-0.002485706,-0.03201,0.033549704,-0.033188398,0.03413294,0.4162928
141,0.15,0.3,0.3,0.15,0.1,1000,0.165333,0.3123476,0.2670444,0.1678826,0.0873932,-0.05656036,-0.03948,0.11325842,-0.05999132,0.04277456,0.39198
,,,,,,1100,0.1629264,0.3104792,0.2761742,0.162371,0.08804884,-0.04404906,-0.02608,0.08066088,-0.04857962,0.03804474,0.3972178
,,,,,,1200,0.1576962,0.3101298,0.2835324,0.1589952,0.08964676,-0.03908682,-0.03572,0.08127122,-0.04499434,0.03852778,0.414985
,,,,,,1300,0.1550534,0.3104782,0.2901848,0.1548794,0.08940412,-0.02255872,-0.03276,0.03622006,-0.01869657,0.03779488,0.3946952
142,0.15,0.3,0.3,0.1,0.15,1000,0.166012,0.3134724,0.2711986,0.1122872,0.1370298,-0.07758544,-0.054,0.1364206,-0.05953016,0.05469266,0.4249
,,,,,,1100,0.1590098,0.3132282,0.2797834,0.1086088,0.13937,-0.03031152,-0.05056,0.08198714,-0.03654576,0.03542908,0.3902656
,,,,,,1200,0.1573612,0.312768,0.2849448,0.1059698,0.1389562,-0.03505728,-0.04313,0.06716588,-0.02850386,0.03952992,0.4006194
,,,,,,1300,0.156467,0.3116044,0.2862856,0.106188,0.1394546,-0.025769208,-0.03622,0.05465185,-0.02518374,0.03252384,0.4110654
143,0.1,0.3,0.3,0.15,0.15,1000,0.112212,0.3137564,0.2647162,0.172169,0.1371464,-0.03987016,-0.05678,0.13417,-0.08501464,0.04748998,0.4110998
,,,,,,1100,0.109635,0.3117204,0.2736702,0.1677182,0.137256,-0.04164054,-0.0488,0.1129888,-0.07372388,0.05117856,0.4073194
,,,,,,1200,0.1051324,0.3117154,0.2850438,0.159702,0.1384064,-0.013909526,-0.03975,0.046823927,-0.03006178,0.03690232,0.4285066
,,,,,,1300,0.1031882,0.3120562,0.2889806,0.1565302,0.139245,-0.011927544,-0.04313,0.03984006,-0.0234386,0.03865924,0.421415
144,0.3,0.15,0.3,0.15,0.1,1000,0.360751,0.16045,0.2100934,0.1868454,0.08186034,-0.3111894,-0.04179,0.4615556,-0.192095,0.08352096,0.4596598
,,,,,,1100,0.3527238,0.1555584,0.2283026,0.1812042,0.082211,-0.256587,-0.02253,0.357902,-0.1565742,0.07778758,0.4245522
,,,,,,1200,0.3269416,0.1576252,0.260768,0.1660846,0.08858092,-0.1912496,-0.02122,0.259167,-0.10673012,0.06003634,0.4237386
,,,,,,1300,0.3195066,0.1590012,0.271984,0.1629068,0.08660132,-0.07425146,-0.03693,0.112294,-0.047357,0.0462483,0.4357864
145,0.3,0.15,0.3,0.1,0.15,1000,0.353477,0.1596676,0.231627,0.1228184,0.1324102,-0.2609968,-0.0397,0.337561,-0.11028742,0.07342252,0.4598964
,,,,,,1100,0.3427576,0.157515,0.2468866,0.118266,0.1345748,-0.1996298,-0.02953,0.2569766,-0.0860835,0.05827182,0.4566966
,,,,,,1200,0.331104,0.157747,0.2609534,0.1148404,0.135356,-0.14181,-0.0262,0.1770272,-0.06851996,0.0595005,0.4132048
,,,,,,1300,0.3204596,0.1610488,0.2724994,0.1099926,0.1359996,-0.1117128,-0.03952,0.1429704,-0.05178928,0.06004722,0.460765
146,0.3,0.1,0.3,0.15,0.15,1000,0.3692502,0.1060704,0.2021636,0.1930586,0.1294576,-0.3410414,-0.02163,0.4913306,-0.2097172,0.08105502,0.4607506
,,,,,,1100,0.3624966,0.1071538,0.2123374,0.188851,0.1291608,-0.2868442,-0.02929,0.4086862,-0.1747984,0.08224908,0.4791628
,,,,,,1200,0.3443446,0.1071998,0.2375116,0.179108,0.1318362,-0.1979856,-0.03063,0.2779466,-0.1241748,0.07484858,0.4701438
,,,,,,1300,0.3346106,0.10724,0.2520204,0.1732338,0.1328954,-0.1617652,-0.02989,0.2268984,-0.11108762,0.07584488,0.4760668
147,0.3,0.15,0.15,0.3,0.1,1000,0.3299786,0.1527,0.09900486,0.3373624,0.08095428,-0.12131382,-0.01033,0.2121536,-0.1568722,0.07636148,0.4187022
,,,,,,1100,0.319046,0.1532746,0.1204216,0.3220574,0.08520052,-0.07907086,-0.01631,0.1251392,-0.08590128,0.0561389,0.4100766
,,,,,,1200,0.3117748,0.1551236,0.1302342,0.3146708,0.08819646,-0.03336306,-0.0206,0.06676568,-0.05463314,0.0418334,0.38086
,,,,,,1300,0.3062528,0.1562994,0.1384266,0.3088512,0.0901697,-0.033294164,-0.02364,0.05962704,-0.0419094,0.03921662,0.419671
148,0.3,0.15,0.1,0.3,0.15,1000,0.31492,0.1533202,0.0775735,0.3206384,0.1335482,-0.04882812,-0.0149,0.07760304,-0.06871012,0.05483034,0.4374426
,,,,,,1100,0.3057528,0.1553936,0.08671064,0.313284,0.1388588,-0.025093715,-0.01845,0.05948156,-0.05720584,0.04126304,0.3899794
,,,,,,1200,0.3012822,0.1564552,0.09313196,0.3082188,0.1409116,-0.007034143,-0.02221,0.03157916,-0.03771048,0.03537184,0.436303
,,,,,,1300,0.3022422,0.1572846,0.09139174,0.309653,0.1394282,-0.005922956,-0.0284,0.03335034,-0.03916882,0.04014404,0.4016354
149,0.3,0.1,0.15,0.3,0.15,1000,0.3347412,0.10140288,0.09196186,0.3456496,0.1262444,-0.1517106,-0.00294,0.2538738,-0.1959306,0.096711,0.4564892
,,,,,,1100,0.3242496,0.10167492,0.112908,0.329946,0.1312208,-0.10200604,-0.00551,0.1603702,-0.1294182,0.07656894,0.4560322
,,,,,,1200,0.3150304,0.1048128,0.1238996,0.3213176,0.1349396,-0.05284948,-0.01765,0.09975354,-0.08110656,0.05185422,0.4495414
,,,,,,1300,0.3078174,0.1045568,0.13506,0.3152016,0.1373642,-0.030378116,-0.01843,0.06681422,-0.06576496,0.04776276,0.4548712
150,0.3,0.3,0.15,0.15,0.1,1000,0.312132,0.307117,0.1347262,0.1567546,0.08927054,-0.05822588,-0.02209,0.07006924,-0.03080036,0.04105038,0.383771
,,,,,,1100,0.3060544,0.3087282,0.1409189,0.1529701,0.0913287,-0.026893879,-0.03257,0.042817496,-0.016069977,0.03271379,0.3811874
,,,,,,1200,0.2999768,0.3103394,0.1471116,0.1491856,0.09338686,0.004438122,-0.04304,0.015565752,-0.001339594,0.0243772,0.3786038
,,,,,,1300,0.3025884,0.3090088,0.1472254,0.148458,0.09271958,-0.004732574,-0.03439,0.011800194,0.005738763,0.02158778,0.3917642
151,0.3,0.3,0.1,0.15,0.15,1000,0.3028978,0.3094434,0.0932333,0.1534334,0.1409922,-0.002090646,-0.04124,0.020591958,-0.009337249,0.03207196,0.3927372
,,,,,,1100,0.3060608,0.3093054,0.0936455,0.150458,0.1405306,-0.01247818,-0.04053,0.02596786,-0.005265208,0.032310308,0.39182
,,,,,,1200,0.3047934,0.3092426,0.09372652,0.1510154,0.141222,-0.015649476,-0.03234,0.026080188,-0.006791394,0.02870528,0.3833194
,,,,,,1300,0.3011692,0.3123132,0.09613118,0.150173,0.1402134,-0.003638379,-0.05184,0.021435164,-0.00599306,0.04003506,0.4237936
152,0.3,0.3,0.15,0.1,0.15,1000,0.3136778,0.3088718,0.1354066,0.10335842,0.1386854,-0.06986532,-0.03045,0.07547676,-0.023434978,0.0482694,0.3971426
,,,,,,1100,0.3044232,0.3095076,0.143566,0.1008742,0.141629,-0.027998184,-0.03157,0.03533218,-0.008044912,0.03227614,0.3887468
,,,,,,1200,0.3108692,0.3097394,0.1378958,0.1040322,0.1374634,-0.0429689,-0.03756,0.04765762,-0.013645428,0.04651836,0.4017428
,,,,,,1300,0.304453,0.3116442,0.143319,0.1008619,0.1397218,-0.004206016,-0.0485,0.017415746,-0.003759034,0.03905344,0.4191324
153,0.15,0.15,0.1,0.25,0.35,1000,0.1523932,0.1584674,0.0877482,0.2632162,0.338175,-0.015277912,-0.0272,0.0484553,-0.04806614,0.042086,0.3697278
,,,,,,1100,0.1493588,0.1580916,0.09094566,0.263257,0.3383468,0.005986182,-0.03168,0.0339036,-0.05251664,0.04430858,0.4086852
,,,,,,1200,0.1503186,0.1579834,0.09143396,0.2612088,0.3390552,0.004979685,-0.02696,0.02785028,-0.03828646,0.03241698,0.4064102
,,,,,,1300,0.148348,0.158672,0.09174748,0.2623778,0.3388548,0.010444922,-0.03027,0.02754199,-0.04270932,0.03498908,0.4207156
154,0.15,0.1,0.15,0.25,0.35,1000,0.1605946,0.1059126,0.1211968,0.2782852,0.3340108,-0.04103238,-0.01861,0.10764976,-0.10530322,0.05729496,0.4441712
,,,,,,1100,0.1547014,0.1073172,0.130478,0.270616,0.3368872,-0.018622804,-0.02351,0.0710858,-0.07692232,0.04796806,0.4300968
,,,,,,1200,0.1547074,0.1052366,0.1352366,0.2668048,0.3380142,-0.01698248,-0.01736,0.06280552,-0.07325006,0.04478352,0.4535848
,,,,,,1300,0.1527304,0.1063404,0.1367426,0.2678628,0.3363236,-0.008183532,-0.02004,0.04335914,-0.06138254,0.04625052,0.4990408
155,0.1,0.15,0.15,0.25,0.35,1000,0.104102,0.158771,0.127391,0.2720626,0.3376738,-0.012639794,-0.02938,0.07601208,-0.0792924,0.04530418,0.3943258
,,,,,,1100,0.10100742,0.1578388,0.1351406,0.2667882,0.339225,-0.006947006,-0.02894,0.0607294,-0.06566236,0.040818,0.4126924
,,,,,,1200,0.10054866,0.1569564,0.1385926,0.2653276,0.3385748,-0.002098218,-0.02332,0.04218754,-0.05220026,0.03542982,0.4246724
,,,,,,1300,0.10069536,0.1604992,0.1370146,0.2657054,0.3360856,0.00108782,-0.03985,0.0464558,-0.0604403,0.05274546,0.470487
156,0.15,0.15,0.35,0.25,0.1,1000,0.197582,0.165494,0.228812,0.3332682,0.07484398,-0.1988906,-0.06853,0.523357,-0.3562018,0.10026758,0.4637338
,,,,,,1100,0.1912506,0.1623238,0.248707,0.3211502,0.07656842,-0.1871136,-0.051,0.4510088,-0.3087566,0.09586408,0.4717336
,,,,,,1200,0.1723668,0.1593694,0.2951088,0.2898654,0.0832898,-0.11341908,-0.04332,0.2843294,-0.2007082,0.07312232,0.4439942
,,,,,,1300,0.1588704,0.1570454,0.326942,0.2685462,0.08859632,-0.03575524,-0.02524,0.09437224,-0.07410046,0.0407196,0.3979366
157,0.15,0.1,0.35,0.25,0.15,1000,0.2092432,0.1124266,0.2041084,0.3538652,0.1203568,-0.250944,-0.05289,0.6237988,-0.4378514,0.1178846,0.4891524
,,,,,,1100,0.1977006,0.1102612,0.2338306,0.3356152,0.1225924,-0.1779548,-0.03514,0.4349684,-0.3266026,0.10472396,0.4542026
,,,,,,1200,0.185689,0.107971,0.2653414,0.3136902,0.1273082,-0.1482268,-0.03017,0.3515552,-0.2655276,0.09237008,0.495308
,,,,,,1300,0.170302,0.1075604,0.3027896,0.2871404,0.1322074,-0.08590194,-0.02591,0.206385,-0.1611016,0.0665293,0.4239782
158,0.1,0.15,0.35,0.25,0.15,1000,0.1283662,0.1617016,0.261424,0.3233312,0.1251772,-0.1255404,-0.04982,0.4022148,-0.3317258,0.10487208,0.4534984
,,,,,,1100,0.1227374,0.1621496,0.2772482,0.3089362,0.1289284,-0.09586174,-0.04667,0.311501,-0.2491152,0.08014506,0.4463558
,,,,,,1200,0.1168192,0.1603258,0.2935304,0.2992522,0.1300726,-0.0663753,-0.03847,0.2284292,-0.1982796,0.07469118,0.4457582
,,,,,,1300,0.1133684,0.1609418,0.3047948,0.2879504,0.1329446,-0.05351268,-0.04322,0.1911398,-0.1599494,0.06554088,0.4381668
159,0.15,0.35,0.1,0.25,0.15,1000,0.1522458,0.3585696,0.09073918,0.2583044,0.1401408,-0.00201341,-0.03451,0.03016792,-0.0227694,0.02912296,0.3669344
,,,,,,1100,0.1517898,0.3590512,0.08972372,0.2603472,0.139088,0.000762722,-0.03205,0.031907,-0.03758288,0.03696068,0.3743076
,,,,,,1200,0.1534798,0.358615,0.08979174,0.2581928,0.1399206,-0.011431436,-0.03296,0.04043352,-0.030454912,0.03441064,0.4067418
,,,,,,1300,0.1527444,0.3587844,0.09345758,0.255022,0.1399918,-0.011928898,-0.02645,0.023096868,-0.0180673,0.0333445,0.3686818
160,0.15,0.35,0.15,0.25,0.1,1000,0.1606554,0.3579968,0.125648,0.2706198,0.08508004,-0.04194232,-0.03126,0.10926118,-0.09252478,0.0564631,0.382594
,,,,,,1100,0.157567,0.3569494,0.137457,0.2577628,0.09026358,-0.02521438,-0.02699,0.05008314,-0.03648108,0.03860214,0.3830838
,,,,,,1200,0.1552942,0.3573896,0.1389546,0.2573016,0.09106012,-0.017762316,-0.02781,0.03674598,-0.021258216,0.03008186,0.3970766
,,,,,,1300,0.1537328,0.3584256,0.1416134,0.255238,0.09099014,-0.014361316,-0.02802,0.025678524,-0.016042742,0.0327421,0.4086756
161,0.1,0.35,0.15,0.25,0.15,1000,0.1078868,0.3605854,0.1224962,0.273234,0.1357974,-0.026390272,-0.03905,0.09740602,-0.07920428,0.04724298,0.380683
,,,,,,1100,0.1051232,0.3594904,0.1299826,0.2673652,0.1380388,-0.008651204,-0.03489,0.06459186,-0.05956642,0.0385188,0.3848298
,,,,,,1200,0.10020512,0.3588936,0.1425016,0.257336,0.1410636,0.002604158,-0.02882,0.0249307,-0.029243402,0.030526902,0.3971798
,,,,,,1300,0.1024344,0.3599252,0.1386926,0.2595186,0.1394292,-0.009592343,-0.03636,0.04356692,-0.0395906,0.04198004,0.3935388
162,0.35,0.15,0.1,0.25,0.15,1000,0.364327,0.1534462,0.07869318,0.2671738,0.1363596,-0.07268362,-0.01016,0.10425602,-0.08026456,0.05884822,0.392674
,,,,,,1100,0.3555486,0.1581708,0.08870162,0.2595084,0.1380704,-0.0239878,-0.03368,0.04666808,-0.03634892,0.04735144,0.4007208
,,,,,,1200,0.3548224,0.1567574,0.0944649,0.2541216,0.1398336,-0.013270532,-0.02283,0.0249486,-0.024902798,0.03605656,0.3944154
,,,,,,1300,0.35542,0.1563006,0.09232266,0.2567848,0.1391716,-0.02275104,-0.01996,0.02706896,-0.022349956,0.03799454,0.441134
163,0.35,0.1,0.15,0.25,0.15,1000,0.3831168,0.10230012,0.10156472,0.2831642,0.1298542,-0.1453952,-0.00468,0.2097102,-0.1438958,0.08425798,0.4134538
,,,,,,1100,0.3741116,0.1044212,0.1155094,0.2730378,0.1329202,-0.1198792,-0.01618,0.1807012,-0.1211311,0.07648592,0.4235028
,,,,,,1200,0.3671416,0.1039442,0.1265022,0.2682,0.134212,-0.07700346,-0.01355,0.10458768,-0.0803696,0.0663349,0.4383618
,,,,,,1300,0.36773,0.1041394,0.1284508,0.2656958,0.1339836,-0.08362012,-0.01314,0.10820126,-0.07399594,0.06255026,0.4669566
164,0.35,0.15,0.15,0.25,0.1,1000,0.3788808,0.1540142,0.1071296,0.2763004,0.0836749,-0.146644,-0.00827,0.2159456,-0.1340198,0.07299308,0.3905528
,,,,,,1100,0.3655888,0.1570898,0.123306,0.2669032,0.08711218,-0.05489014,-0.02193,0.0953044,-0.06593128,0.04744956,0.3918874
,,,,,,1200,0.3578074,0.1557422,0.1395438,0.2575052,0.08940178,-0.04440766,-0.01891,0.05700222,-0.0393321,0.04564684,0.4222874
,,,,,,1300,0.355961,0.156118,0.1422366,0.2560518,0.08963314,-0.019983606,-0.01971,0.03009462,-0.02590714,0.03550752,0.401152
165,0.15,0.15,0.25,0.1,0.35,1000,0.1577628,0.1606436,0.2263016,0.1126482,0.3426438,-0.028396804,-0.03214,0.08237206,-0.04680632,0.02497014,0.3988392
,,,,,,1100,0.1529004,0.1617012,0.2319918,0.1112186,0.342188,-0.014697775,-0.05115,0.085628,-0.05106802,0.0312884,0.4495418
,,,,,,1200,0.1527304,0.1604304,0.2399902,0.1075962,0.339253,-0.01385731,-0.0441,0.04049944,-0.03037462,0.04783476,0.5008686
,,,,,,1300,0.152099,0.1617842,0.239489,0.1075196,0.3391084,-0.008115768,-0.04281,0.03915843,-0.02927512,0.0410401,0.4628328
166,0.15,0.1,0.25,0.15,0.35,1000,0.1620878,0.1062516,0.21973,0.170493,0.3414376,-0.0436352,-0.02539,0.11148962,-0.0753059,0.03284458,0.4235022
,,,,,,1100,0.1585358,0.1068674,0.2283348,0.1625972,0.3436644,-0.02036688,-0.02874,0.06981722,-0.04158944,0.020880902,0.4278014
,,,,,,1200,0.1548956,0.1086058,0.2306196,0.164686,0.3411932,-0.019551308,-0.03573,0.07474762,-0.05573502,0.03626596,0.468966
,,,,,,1300,0.1530174,0.108647,0.239121,0.1632542,0.3359602,-0.011818324,-0.03262,0.036430502,-0.04479888,0.05280914,0.5103898
167,0.1,0.15,0.25,0.15,0.35,1000,0.1068948,0.1598972,0.2222946,0.16833,0.3425836,-0.017792318,-0.03228,0.09201374,-0.06364442,0.021698878,0.3957906
,,,,,,1100,0.1053316,0.1619728,0.2252402,0.1663708,0.3410848,-0.01417097,-0.04202,0.08056384,-0.05601544,0.03163804,0.424071
,,,,,,1200,0.102901,0.1600104,0.235455,0.1596848,0.3419486,-0.013193404,-0.03843,0.05852828,-0.0380769,0.03116874,0.4381184
,,,,,,1300,0.10004076,0.161433,0.2385598,0.1604346,0.3395316,0.000351586,-0.04255,0.0415487,-0.040225895,0.040874,0.4824176
168,0.15,0.15,0.25,0.35,0.1,1000,0.1905496,0.1588628,0.1327014,0.448167,0.0697195,-0.1604072,-0.03206,0.4722308,-0.3955436,0.115776,0.4471618
,,,,,,1100,0.1818764,0.1570004,0.161049,0.4252412,0.07483286,-0.127836,-0.02431,0.3673646,-0.3131744,0.09795168,0.4578224
,,,,,,1200,0.1750218,0.1579148,0.1797378,0.4094448,0.07788068,-0.10407734,-0.033,0.3091032,-0.258457,0.08643076,0.4545306
,,,,,,1300,0.1641066,0.156267,0.2098892,0.3853108,0.0844263,-0.03929092,-0.02325,0.1122528,-0.10234554,0.05263034,0.4416678
169,0.15,0.1,0.25,0.35,0.15,1000,0.1917152,0.1066592,0.1340604,0.4510062,0.1165584,-0.1856958,-0.02677,0.5205542,-0.4480758,0.1399838,0.5093596
,,,,,,1100,0.1817678,0.1062486,0.1618932,0.4288284,0.1212618,-0.1442454,-0.02369,0.3977326,-0.3497008,0.11990376,0.4998288
,,,,,,1200,0.178815,0.1041602,0.173732,0.4193432,0.1239496,-0.1209236,-0.01726,0.3243136,-0.289456,0.10332232,0.432977
,,,,,,1300,0.1666816,0.1056384,0.2005972,0.3992288,0.1278538,-0.07897882,-0.02125,0.2236884,-0.2208708,0.09740868,0.5291532
170,0.1,0.15,0.25,0.35,0.15,1000,0.1286438,0.1614498,0.1393274,0.4519272,0.1186518,-0.1142182,-0.04191,0.4401564,-0.4079764,0.123947,0.4455896
,,,,,,1100,0.1227806,0.1589122,0.1634086,0.43194,0.1229586,-0.09624108,-0.0347,0.3700724,-0.3478132,0.10868636,0.464195
,,,,,,1200,0.115834,0.1585122,0.1907682,0.4059114,0.1289744,-0.0630463,-0.02849,0.2293982,-0.2174,0.07953386,0.4813336
,,,,,,1300,0.1100224,0.1561954,0.2109912,0.3893662,0.133425,-0.03419884,-0.01508,0.1328054,-0.1387032,0.05517916,0.465148
171,0.15,0.35,0.25,0.1,0.15,1000,0.1578692,0.3623672,0.2315308,0.1074096,0.1408234,-0.02081926,-0.04963,0.0668364,-0.02717038,0.03077986,0.3936392
,,,,,,1100,0.1594952,0.3607614,0.2323246,0.1081414,0.1392772,-0.03697428,-0.04059,0.06727054,-0.031692698,0.04198892,0.3936692
