,Initial Comp.,,,,,,MC/MD comp.,,,,,MC/MD adsorption,,,,,Disorder
#,Co,Ni,Cr,Fe,Mn,Temp,Co,Ni,Cr,Fe,Mn,Co,Ni,Cr,Fe,Mn,
,,,,,,1200,0.349387,0.3614586,0.09924432,0.0962229,0.09368726,-0.002771472,-0.03769,0.005851341,0.013001029,0.0216062,0.390896
,,,,,,1300,0.345725,0.3645436,0.10010554,0.0959352,0.09369094,0.02892641,-0.05977,-0.005243208,0.016774351,0.019313118,0.4035268
259,0.35,0.05,0.2,0.35,0.05,1000,0.3927286,0.05171068,0.1198098,0.400842,0.03490864,-0.2264318,-0.00702,0.4261186,-0.262289,0.0696212,0.4303588
,,,,,,1100,,,,,,,,,,,
,,,,,,1200,,,,,,,,,,,
,,,,,,1300,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.043533848,0.00238,0.882206,0.04182214,0.151242,0.5606762
,,,,,,,,,,,,-0.4518506,-0.06853,-0.04796636,-0.599131,0.006542308,0.3588988
,,,,,,,,,,,,Co,Ni,Cr,Fe,Mn,
