,Initial Comp.,,,,,,MC/MD comp.,,,,,MC/MD adsorption,,,,,Disorder,Gamma_sum,MC/MD comp. std,,,,,MC/MD adsorption std,,,,,Disorder std,V_tot,V_free,difference,,,,
#,Co,Ni,Cr,Fe,Mn,Temp,Co,Ni,Cr,Fe,Mn,Co,Ni,Cr,Fe,Mn,,,Co,Ni,Cr,Fe,Mn,Co,Ni,Cr,Fe,Mn,,,,Co,Ni,Cr,Fe,Mn
,,,,,,1200,0.158332,0.1596414,0.2246284,0.2191286,0.2382704,-0.04102098,-0.03893,0.12786668,-0.09117506,0.04326302,0.4494134,-0.000000080000,0.004448462,0.002970297,0.002794283,0.00330681,0.001496002,0.023544959,0.011893072,0.023699335,0.023601696,0.008120323,0.011982655,12.389481,-0.099115848,-0.036720299,0.03893,0.032592512,-0.018428214,-0.006519827
,,,,,,1300,0.1579754,0.1591842,0.2282338,0.217874,0.2367326,-0.03749976,-0.03464,0.09095022,-0.0683276,0.0495152,0.4551404,0.000000000000,0.002264986,0.000814063,0.003625707,0.004143675,0.002358067,0.009345004,0.005537139,0.020867628,0.022136201,0.009252604,0.010028576,12.455023,0,0.003644551,0.03464,-0.036691465,0.031265609,-0.025374964
66,0.15,0.25,0.15,0.20,0.25,1000,0.1587598,0.2588322,0.126288,0.2184798,0.2376398,-0.03108138,-0.03186,0.0858746,-0.06372854,0.04079138,0.3976556,0.000000000000,0.001186713,0.00145161,0.002252165,0.00299564,0.003675077,0.010030918,0.009619185,0.011425787,0.020966457,0.014469831,0.010929966,12.174362,0,-0.050028451,0.03186,0.095696095,-0.060295159,-0.009834302
,,,,,,1100,0.1561288,0.259014,0.1332986,0.2140878,0.237471,-0.02456318,-0.03583,0.07163076,-0.0540529,0.04281864,0.4025312,0.000000020000,0.003604339,0.00265557,0.003164429,0.002504505,0.001626815,0.008425782,0.00867452,0.020390698,0.018998299,0.008707474,0.006357563,12.225987,0.024451974,-0.04068057,0.03583,0.070837006,-0.043261148,-0.01604874
,,,,,,1200,0.1550062,0.2590204,0.135868,0.211842,0.2382636,-0.0173858,-0.02939,0.04625296,-0.036905504,0.03742836,0.4417106,-0.000000004000,0.00544112,0.003096794,0.006146426,0.004710631,0.003584265,0.019118875,0.011121282,0.023481807,0.023610232,0.010502815,0.014155062,12.28597,-0.004914388,-0.054331889,0.02939,0.101773451,-0.064205433,-0.003532122
,,,,,,1300,0.1530518,0.2617108,0.1379464,0.2092036,0.2380872,-0.011862842,-0.04132,0.0456028,-0.03508666,0.0426626,0.4101092,-0.000000022000,0.001748844,0.002129422,0.003123384,0.002904443,0.0020682,0.018555839,0.006345772,0.014840285,0.008088453,0.015897656,0.00796941,12.347795,-0.027165149,-0.00749232,0.04132,-0.014582846,0.013898167,-0.028861528
67,0.15,0.25,0.25,0.20,0.15,1000,0.1718716,0.260746,0.2010784,0.2337746,0.1325292,-0.08730246,-0.03711,0.1931438,-0.1332722,0.06453722,0.3970644,-0.000000040000,0.003287004,0.002395318,0.005036836,0.00390673,0.001322467,0.006737929,0.013516532,0.014562911,0.008559041,0.009087752,0.00701696,12.129362,-0.048517448,0.007198851,0.03711,-0.013825612,0.010787099,-0.033964186
,,,,,,1100,0.1667208,0.260053,0.2127424,0.225218,0.1352658,-0.0630711,-0.04120,0.144893,-0.09713632,0.05651728,0.4602464,-0.000000140000,0.001627064,0.002086802,0.003294659,0.004081699,0.002188477,0.008811211,0.01377835,0.012077093,0.014539218,0.0215289,0.005293953,12.184223,-0.170579122,-0.073854929,0.04120,0.154101852,-0.107095136,-0.000335715
,,,,,,1200,0.1650416,0.2606204,0.2175738,0.2199364,0.1368284,-0.05558112,-0.03791,0.1285622,-0.08231554,0.04723994,0.413279,0.000000140000,0.003091253,0.002611277,0.002768338,0.001813891,0.001624,0.013921573,0.011858216,0.018080814,0.011569644,0.003728854,0.005006339,12.238382,0.171337348,0.006096942,0.03791,-0.026426097,0.012550443,-0.023852022
,,,,,,1300,0.1580102,0.2590924,0.233232,0.2126116,0.1370538,-0.0257078,-0.03199,0.04936786,-0.03346916,0.04180374,0.4174572,0.000000000000,0.001772044,0.001652635,0.001416577,0.001678125,0.002049309,0.009039778,0.007167534,0.010713169,0.009211359,0.011508122,0.006065043,12.286813,0,0.003986582,0.03199,-0.014555897,0.009690497,-0.026315567
68,0.15,0.15,0.20,0.25,0.25,1000,0.1683502,0.158058,0.1507236,0.2901852,0.2326828,-0.07861904,-0.03428,0.2159978,-0.1707088,0.06760934,0.470264,-0.000000040000,0.003677577,0.001717686,0.003240234,0.003143075,0.003418611,0.013955586,0.011250911,0.017064972,0.015598835,0.017164884,0.013394719,12.272483,-0.049089932,-0.126070288,0.03428,0.242215256,-0.14227826,0.010514154
,,,,,,1100,0.1662238,0.155822,0.161975,0.2831402,0.2328388,-0.06680726,-0.02271,0.159379,-0.1313396,0.06147292,0.4277454,-0.000000180000,0.00252113,0.001959937,0.004750704,0.002876841,0.001097079,0.011976491,0.01344561,0.021407378,0.022299856,0.008907787,0.007767239,12.320275,-0.22176495,-0.029752527,0.02271,0.05147119,-0.012683754,-0.021853864
,,,,,,1200,0.1593842,0.156525,0.1740236,0.2743068,0.2357604,-0.04117412,-0.01859,0.10330128,-0.0972046,0.05366782,0.4597126,0.000000080000,0.002039914,0.000767385,0.002635272,0.002951449,0.000539664,0.004985754,0.005610563,0.023598906,0.01566754,0.013722695,0.005583494,12.384646,0.099077168,-0.044621133,0.01859,0.073781439,-0.023753542,-0.013118043
,,,,,,1300,0.1557092,0.157838,0.1787574,0.2711514,0.236544,-0.021853692,-0.02684,0.08606656,-0.08646248,0.04909366,0.4157844,-0.000000092000,0.003199032,0.001645303,0.002327278,0.003745725,0.002434645,0.016445626,0.005511551,0.008234964,0.015099465,0.018389479,0.010873892,12.43813,-0.114430796,0.000671115,0.02684,-0.052117863,0.063273479,-0.033989562
69,0.15,0.25,0.20,0.15,0.25,1000,0.1638214,0.2609204,0.1690582,0.1688162,0.2373836,-0.05509004,-0.03752,0.12547778,-0.07394582,0.04107804,0.4081718,-0.000000040000,0.00267509,0.002140208,0.003433994,0.003819264,0.001333326,0.012484738,0.007474127,0.01872855,0.022211159,0.004858538,0.003639323,12.175598,-0.048702392,-0.043918364,0.03752,0.096160268,-0.07744629,-0.003289639
,,,,,,1100,0.159528,0.260079,0.178729,0.1631862,0.2384776,-0.03835146,-0.03686,0.08765558,-0.05517238,0.04272666,0.4264888,0.000000100000,0.002144227,0.003641382,0.003271341,0.004378198,0.002378111,0.004005723,0.018282281,0.019360361,0.021218821,0.012367904,0.012344204,12.229745,0.12229745,-0.05664763,0.03686,0.119786635,-0.086523122,-0.003747968
,,,,,,1200,0.1558448,0.2605006,0.1830002,0.160709,0.2399454,-0.02044921,-0.03917,0.06392876,-0.0372352,0.03292778,0.4260012,-0.000000030000,0.003311753,0.002155306,0.002834311,0.003029497,0.002431035,0.006798131,0.012417217,0.014187743,0.013435382,0.009106969,0.014697704,12.287377,-0.036862131,-0.038983728,0.03917,0.058741737,-0.046556123,-0.004837736
,,,,,,1300,0.150955,0.2606598,0.1903606,0.1569602,0.2410648,0.006612548,-0.03829,0.028749418,-0.02258094,0.02550541,0.4316724,0.000000036000,0.001107183,0.002669338,0.001511291,0.00143293,0.002356921,0.015249696,0.014367497,0.014518393,0.00586613,0.012964196,0.018414449,12.348488,0.044454557,-0.032911061,0.03829,0.013398441,-0.006208581,-0.006753427
70,0.15,0.25,0.20,0.25,0.15,1000,0.1706258,0.2575126,0.152254,0.2879212,0.1316862,-0.083454,-0.02695,0.2078328,-0.1680346,0.07060896,0.416195,0.000000140000,0.004472899,0.001927871,0.003527626,0.003082018,0.002896713,0.032528403,0.00923708,0.023780643,0.018037899,0.01980987,0.01182805,12.130331,0.169824634,-0.02920989,0.02695,0.044374122,-0.004237887,-0.027608688
,,,,,,1100,0.1671148,0.2576566,0.1608842,0.2797732,0.134571,-0.0647775,-0.03294,0.1512014,-0.11159492,0.05811238,0.4176382,0.000000220000,0.002111998,0.002096559,0.004935041,0.004136991,0.000572845,0.012033649,0.016459823,0.019215725,0.019865508,0.007898896,0.011811736,12.184586,0.268060892,-0.019229144,0.03294,0.032237457,-0.013704846,-0.023643953
,,,,,,1200,0.1581062,0.2580926,0.1794352,0.2678232,0.1365428,-0.03633076,-0.03148,0.0972074,-0.08478084,0.05538842,0.4375442,-0.000000100000,0.002404892,0.002192782,0.005283628,0.003128885,0.002398249,0.009024235,0.010105059,0.02795652,0.018398082,0.005719846,0.008102285,12.235559,-0.12235559,-0.032128804,0.03148,0.044094191,-0.011736641,-0.023032084
,,,,,,1300,0.1585154,0.2576212,0.1826022,0.2649078,0.1363536,-0.03525616,-0.02386,0.06902414,-0.06272374,0.05281922,0.4292058,0.000000000000,0.002379051,0.000959627,0.002419729,0.00316821,0.001430922,0.013534486,0.010123516,0.015782311,0.01326162,0.012017841,0.007171969,12.292704,0,0.009751892,0.02386,-0.028149195,0.034803696,-0.034633568
71,0.15,0.20,0.15,0.25,0.25,1000,0.1599032,0.2065678,0.1220166,0.2769444,0.2345682,-0.03273054,-0.01912,0.0877156,-0.0883302,0.0524644,0.3954806,0.000000014000,0.002118683,0.001618095,0.004008862,0.003297587,0.001195926,0.009946291,0.009584319,0.012089875,0.017094234,0.005837396,0.006340634,12.217755,0.017104857,-0.044677441,0.01912,0.085568215,-0.030033062,-0.022920202
,,,,,,1100,0.156563,0.20947,0.1283134,0.2689804,0.2366734,-0.027019274,-0.03388,0.0916762,-0.082331,0.05155204,0.4323124,0.000000106000,0.00284427,0.002344232,0.003758357,0.004276299,0.001966843,0.012920884,0.006308495,0.015788893,0.009513575,0.006786273,0.010860449,12.270831,0.130070809,-0.075212727,0.03388,0.131559968,-0.070152721,-0.009605641
,,,,,,1200,0.1556726,0.2082828,0.1316702,0.267852,0.236522,-0.020714636,-0.02623,0.0640565,-0.06146794,0.04435518,0.3863066,0.000000004000,0.002928555,0.002735886,0.002841844,0.001811635,0.002225504,0.014672871,0.011073963,0.013029016,0.014363622,0.003755996,0.016651771,12.335231,0.004934092,-0.007677125,0.02623,-0.005455469,0.021439914,-0.030936261
,,,,,,1300,0.1549698,0.2093908,0.132983,0.2667636,0.2358926,-0.016011986,-0.03130,0.06102842,-0.0649486,0.0512355,0.4679146,-0.000000006000,0.000839833,0.001582648,0.00252604,0.002035989,0.001153553,0.009553775,0.010351612,0.012363456,0.007511143,0.003406992,0.012040351,12.395493,-0.007437296,-0.021956515,0.03130,-0.000177412,0.023383704,-0.024162308
72,0.15,0.20,0.25,0.15,0.25,1000,0.1686958,0.2118728,0.2062226,0.1763168,0.2368918,-0.07172126,-0.03797,0.1671722,-0.10680354,0.04932078,0.401988,0.000000080000,0.002074597,0.002734277,0.004681658,0.001632882,0.002695649,0.008048215,0.01155981,0.015288958,0.00578922,0.009219634,0.01457008,12.232456,0.097859648,-0.016762316,0.03797,0.030905199,-0.02849523,-0.015549375
,,,,,,1100,0.1645844,0.2108646,0.2192954,0.1681722,0.2370838,-0.05115356,-0.04076,0.10934724,-0.06693518,0.04949958,0.4168388,0.000000000000,0.003114756,0.001857268,0.002048959,0.001321514,0.001926892,0.019737488,0.005428639,0.014325741,0.004906178,0.012128871,0.013415468,12.275897,0,-0.03186023,0.04076,0.071923596,-0.056883697,-0.015438528
,,,,,,1200,0.1584942,0.2113772,0.2256634,0.1657794,0.2386862,-0.03375732,-0.04240,0.09904392,-0.06600716,0.04311652,0.4500758,0.000000200000,0.003834476,0.002409283,0.001704284,0.001587759,0.001664076,0.016918665,0.009845289,0.018910963,0.012011059,0.01160856,0.011499127,12.339758,0.24679516,-0.044501956,0.04240,0.062484426,-0.04432641,-0.006128504
,,,,,,1300,0.1549476,0.2101352,0.2343256,0.1615766,0.239015,-0.020136555,-0.03662,0.05823404,-0.04376552,0.04228414,0.4094096,0.000000024800,0.003460069,0.001756549,0.005782438,0.003273861,0.001774446,0.013668916,0.004462763,0.024509086,0.01825121,0.014415152,0.008018382,12.403299,0.030760182,0.001006664,0.03662,-0.027575122,0.022823636,-0.028643696
73,0.15,0.20,0.25,0.25,0.15,1000,0.1814158,0.2105124,0.1699058,0.310275,0.127891,-0.1273934,-0.03637,0.3213176,-0.2434494,0.08589252,0.4394472,-0.000000320000,0.001653242,0.001713588,0.001594502,0.001253122,0.00323882,0.012470908,0.008098031,0.021083877,0.008554067,0.012183858,0.009043658,12.18843,-0.39002976,-0.024845734,0.03637,0.019481599,0.010663062,-0.027787619
,,,,,,1100,0.173741,0.2078152,0.1920736,0.2961264,0.1302434,-0.09473504,-0.02299,0.225353,-0.1791472,0.07151864,0.425052,-0.000000160000,0.002266879,0.002093617,0.003429793,0.003218735,0.00270792,0.015654848,0.017677506,0.020097751,0.012934517,0.017403926,0.004539312,12.232076,-0.195713216,0.001520456,0.02299,-0.021807473,0.04011337,-0.033272141
,,,,,,1200,0.161527,0.2093872,0.2208992,0.2722136,0.1359732,-0.04169682,-0.03428,0.10630384,-0.08273944,0.05241712,0.3979938,0.000000100000,0.004271928,0.002151036,0.004491091,0.00251475,0.003212946,0.016476778,0.01528025,0.019327748,0.015530084,0.019247648,0.012976809,12.279572,0.12279572,0.004165668,0.03428,-0.028838967,0.029826276,-0.034678612
,,,,,,1300,0.1607534,0.2104646,0.219879,0.275104,0.133799,-0.04005346,-0.03984,0.11908158,-0.09991268,0.06072674,0.4463568,0.000000120000,0.003168098,0.002117493,0.003924411,0.00295444,0.000901818,0.022470405,0.007699915,0.020074731,0.009344393,0.013702708,0.006660302,12.349408,0.148192896,0.00902657,0.03984,-0.06935569,0.065946908,-0.038603219
74,0.20,0.15,0.15,0.25,0.25,1000,0.2148204,0.1557024,0.1182144,0.2776254,0.2336374,-0.0482977,-0.02356,0.11334038,-0.10069424,0.05921168,0.4196854,-0.000000120000,0.002283377,0.002349893,0.002922068,0.002845551,0.001146186,0.006362601,0.012053251,0.015187451,0.012092913,0.00449324,0.009026423,12.192403,-0.146308836,-0.070306851,0.02356,0.152165175,-0.080662014,-0.013944044
,,,,,,1100,0.2105608,0.1560988,0.1282606,0.270132,0.2349472,-0.0358269,-0.02617,0.08027592,-0.07151722,0.05323954,0.4421282,0.000000080000,0.002866808,0.000913738,0.004266448,0.004884937,0.00336602,0.010751443,0.004994009,0.014542769,0.023695047,0.017095519,0.010017843,12.249282,0.097994256,-0.078596324,0.02617,0.169581286,-0.099150271,-0.006291009
,,,,,,1200,0.205673,0.1567584,0.1353058,0.2660518,0.2362112,-0.016886142,-0.02316,0.05226678,-0.06082532,0.04860778,0.4135296,-0.000000022000,0.003491405,0.001138552,0.002956394,0.003607687,0.003295773,0.015325241,0.00908526,0.015447984,0.020496823,0.013873148,0.006242384,12.308995,-0.027079789,-0.032794005,0.02316,0.050273806,-0.009216064,-0.02512724
,,,,,,1300,0.2047124,0.1582164,0.1342328,0.2664562,0.2363824,-0.02118304,-0.02644,0.07371224,-0.07782586,0.05173846,0.4704982,0.000000000000,0.002590805,0.000896575,0.002196059,0.00397992,0.003001507,0.004521689,0.010662715,0.008725522,0.020810989,0.007840241,0.012742105,12.370793,0,-0.01761738,0.02644,-0.011527939,0.035350245,-0.024072073
75,0.20,0.15,0.25,0.15,0.25,1000,0.2301882,0.1576072,0.1973398,0.1810472,0.2338174,-0.1279176,-0.02468,0.221491,-0.1319624,0.06306466,0.4273686,0.000000056000,0.001485424,0.002754734,0.003513845,0.00218662,0.000987011,0.010667995,0.011673402,0.012358426,0.006547751,0.00689258,0.010384026,12.205675,0.06835178,-0.003763757,0.02468,0.073288008,-0.069389382,-0.012806017
,,,,,,1100,0.2211698,0.1580854,0.2134092,0.1713498,0.2359856,-0.09621108,-0.02734,0.1676526,-0.09390692,0.04980424,0.4530292,0.000000020000,0.001974301,0.002642613,0.002385817,0.003476053,0.003440578,0.01404244,0.013984612,0.009996314,0.013709114,0.017526947,0.010539273,12.256473,0.024512946,-0.031751186,0.02734,0.111768772,-0.096954673,0.00269944
,,,,,,1200,0.2100324,0.160458,0.2294874,0.1632296,0.236793,-0.04629624,-0.04044,0.0986055,-0.056045,0.04417072,0.4527604,-0.000000100000,0.004584534,0.002607742,0.005076033,0.003712086,0.002777229,0.015685826,0.011653568,0.022107992,0.01890076,0.011810872,0.005843632,12.316089,-0.12316089,-0.034062393,0.04044,0.067255951,-0.057248341,-0.006190476
,,,,,,1300,0.2073366,0.161741,0.230766,0.1637086,0.2364476,-0.028323104,-0.04183,0.07935452,-0.0569098,0.0477041,0.4525314,-0.000000024000,0.004493357,0.003264059,0.002629742,0.003492073,0.003122342,0.021320472,0.014546603,0.0170941,0.021055666,0.01322941,0.011105916,12.373469,-0.029696326,-0.004692007,0.04183,-0.026442166,0.020767482,-0.024162891
76,0.20,0.15,0.25,0.25,0.15,1000,0.2506326,0.1580874,0.144529,0.3246588,0.1220922,-0.2148508,-0.03105,0.4488956,-0.3190034,0.1160132,0.4741502,-0.000000280000,0.003868572,0.001632483,0.003393268,0.002733768,0.002103127,0.024340759,0.011525105,0.015862447,0.006898765,0.014787422,0.008562943,12.167502,-0.340690056,0.00354716,0.03105,0.024124111,-0.004097496,-0.03536523
,final HEA3,,,,,1100,0.236745,0.1565272,0.1767308,0.3024738,0.1275238,-0.136675,-0.01815,0.2732512,-0.1983822,0.07995632,0.4404216,0.000000116000,0.004351524,0.00186651,0.004677352,0.004107212,0.002568722,0.019775627,0.010970352,0.018345728,0.020667286,0.012768279,0.00906882,12.214586,0.141689198,0.024371373,0.01815,-0.028022396,0.030876186,-0.033877473
,,,,,,1200,0.2217198,0.1580618,0.202671,0.2863232,0.1312238,-0.07809074,-0.03056,0.1770574,-0.1392596,0.07085552,0.4496196,-0.000000200000,0.002621833,0.001294212,0.001666775,0.00237083,0.002109953,0.012962884,0.008619968,0.00784445,0.012070404,0.012726661,0.01060651,12.258117,-0.24516234,0.000188213,0.03056,-0.016265388,0.029428991,-0.034036116
,,,,,,1300,0.216063,0.1575528,0.2162332,0.2760356,0.1341158,-0.08214294,-0.03052,0.168173,-0.12232366,0.06681438,0.4543472,-0.000000154000,0.003713901,0.002332029,0.00341402,0.005293524,0.001923242,0.01355143,0.016456655,0.016584803,0.021681235,0.007533382,0.006393587,12.314732,-0.189646873,0.048543142,0.03052,-0.114323584,0.085541272,-0.042856263
77,0.10,0.10,0.30,0.30,0.20,1000,0.1343454,0.1116082,0.176792,0.4062056,0.1710486,-0.1396312,-0.04426,0.507928,-0.4388612,0.1148292,0.4743958,0.000000500000,0.002397652,0.001443185,0.002418434,0.001162853,0.002356752,0.010077129,0.002406894,0.015489218,0.012614853,0.010247639,0.009590536,12.380522,0.6190261,-0.072090452,0.04426,-0.033972538,0.115121131,-0.034021688
,,,,,,1100,0.1269778,0.1092896,0.2068606,0.3833198,0.1735518,-0.11619138,-0.03716,0.4003006,-0.3523626,0.1054105,0.495876,0.000000520000,0.001999673,0.002742084,0.001296858,0.002046193,0.001553415,0.016539656,0.017403718,0.022563008,0.020531196,0.011679023,0.004643843,12.434082,0.646572264,-0.064986612,0.03716,-0.004676135,0.08212731,-0.03107209
,,,,,,1200,0.1176628,0.1068408,0.236914,0.3574374,0.1811454,-0.07509452,-0.03005,0.276138,-0.2423086,0.0713104,0.4513786,0.000000220000,0.001233617,0.002313841,0.00405352,0.004343743,0.002983155,0.009659741,0.009753844,0.02188633,0.015806054,0.017747317,0.014577154,12.482219,0.274608818,-0.004183545,0.03005,-0.112506857,0.130538694,-0.033840869
,,,,,,1300,0.1105928,0.1067302,0.2599048,0.339402,0.18337,-0.04587272,-0.02456,0.1669418,-0.1604782,0.06396684,0.4495336,0.000000220000,0.001616196,0.001224423,0.003965083,0.002678944,0.003515616,0.012620613,0.008457489,0.023571394,0.013079435,0.016046762,0.01238797,12.540906,0.275899932,0.013822901,0.02456,-0.11557649,0.125392606,-0.041113925
78,0.10,0.30,0.10,0.30,0.20,1000,0.103343,0.3092928,0.08151838,0.3192418,0.186604,-0.009396974,-0.03013,0.0663932,-0.07392422,0.047056,0.3937386,0.000000006000,0.0020446,0.00083492,0.002972089,0.005119345,0.002794728,0.013298578,0.003814817,0.010057871,0.023781055,0.010336191,0.01367539,12.168968,0.007301381,-0.065046123,0.03013,0.10025349,-0.039905487,-0.018643405
,,,,,,1100,0.103343,0.3092928,0.08151838,0.3192418,0.186604,-0.009396974,-0.03013,0.0663932,-0.07392422,0.047056,0.3937386,0.000000006000,0.0020446,0.00083492,0.002972089,0.005119345,0.002794728,0.013298578,0.003814817,0.010057871,0.023781055,0.010336191,0.01367539,12.221839,0.007333103,-0.044926367,0.03013,0.052228508,-0.007101537,-0.024766809
,,,,,,1200,0.10094252,0.3075566,0.09088162,0.3106208,0.1899988,0.000220032,-0.02749,0.03749714,-0.04580138,0.03557884,0.4094888,0.000000032000,0.001279039,0.002439358,0.002743989,0.003926912,0.002384731,0.012772507,0.010955676,0.009071683,0.015798568,0.015259435,0.007973802,12.282127,0.039302806,-0.046740274,0.02749,0.058521353,-0.019785022,-0.01359178
,,,,,,1300,0.10075864,0.3084058,0.09253058,0.3072272,0.191078,0.000755746,-0.02815,0.02661234,-0.03090994,0.031695198,0.3864538,0.000000006000,0.002575533,0.001549419,0.001926243,0.002019386,0.001768793,0.010224178,0.012128982,0.005114113,0.007895699,0.01749636,0.012053372,12.342564,0.007405538,-0.01249387,0.02815,-0.007799992,0.018059976,-0.023325406
79,0.10,0.30,0.30,0.10,0.20,1000,0.1074414,0.3135328,0.2792254,0.1107596,0.1890406,-0.03241914,-0.05333,0.096183,-0.04647046,0.03603566,0.392091,-0.000000060000,0.001303071,0.002103213,0.002699697,0.000939088,0.00225195,0.009784081,0.007735658,0.00669952,0.006428402,0.008641415,0.008255811,12.180366,-0.073082196,-0.039219742,0.05333,0.064186235,-0.063071368,-0.008693346
,,,,,,1100,0.1056796,0.3136178,0.282529,0.1084566,0.1897172,-0.02071687,-0.05332,0.0717956,-0.03345362,0.03569802,0.4090698,0.000000030000,0.002696104,0.001425098,0.003912937,0.001702727,0.000624536,0.012859131,0.011329268,0.022686621,0.011854855,0.011390869,0.007166318,12.233207,0.036699621,-0.052647822,0.05332,0.088405242,-0.075973185,-0.00559605
,,,,,,1200,0.10320636,0.314274,0.2859402,0.1060434,0.1905358,-0.008683292,-0.05263,0.04788714,-0.02119402,0.03462294,0.4147288,0.000000008000,0.002910145,0.001562436,0.003682016,0.001566005,0.002262664,0.011158573,0.009212201,0.018491684,0.00665842,0.008863632,0.00331184,12.286641,0.009829313,-0.04193463,0.05263,0.056589027,-0.050169482,-0.010699176
