,Initial Comp.,,,,,,MC/MD comp.,,,,,MC/MD adsorption,,,,,Disorder,Gamma_sum,MC/MD comp. std,,,,,MC/MD adsorption std,,,,,Disorder std,V_tot,V_free,difference,,,,
#,Co,Ni,Cr,Fe,Mn,Temp,Co,Ni,Cr,Fe,Mn,Co,Ni,Cr,Fe,Mn,,,Co,Ni,Cr,Fe,Mn,Co,Ni,Cr,Fe,Mn,,,,Co,Ni,Cr,Fe,Mn
,,,,,,1300,0.2496162,0.160302,0.09535936,0.1575514,0.3371714,0.006859554,-0.04489,0.01429822,-0.0284098,0.05214406,0.5113836,0.000000014000,0.003930247,0.002100811,0.002842524,0.003567454,0.003795483,0.020944414,0.007937736,0.015643627,0.018625645,0.019770349,0.01670964,12.362271,0.017307179,-0.058825073,0.04489,0.068985401,-0.028477919,-0.015090385
190,0.25,0.15,0.15,0.10,0.35,1000,0.2629076,0.1588308,0.1302166,0.109825,0.3382202,-0.0593055,-0.03238,0.0881113,-0.0423928,0.04596318,0.413155,-0.000000080000,0.003317902,0.001625543,0.003848859,0.000814667,0.002517688,0.017234673,0.005450681,0.020185516,0.006594472,0.014694202,0.005024474,12.173221,-0.097385768,-0.04818431,0.03238,0.152513039,-0.121968088,-0.004937692
,,,,,,1100,0.2580858,0.158562,0.1360352,0.1072054,0.3401116,-0.03079948,-0.03428,0.05622578,-0.02650154,0.03535082,0.4191938,0.000000040000,0.001994715,0.00182256,0.001744089,0.00237471,0.003531576,0.012816438,0.010393186,0.014131003,0.01571934,0.017483269,0.010543887,12.231573,0.048926292,-0.05513922,0.03428,0.131431957,-0.101679975,-8.96595E-05
,,,,,,1200,0.2593814,0.15993,0.1344002,0.1080054,0.3382828,-0.03551644,-0.03436,0.05624104,-0.03224362,0.04587804,0.4451848,0.000000040000,0.003872113,0.002632742,0.003295468,0.002762426,0.003063072,0.007284409,0.011950188,0.014317899,0.013375453,0.017321309,0.01510282,12.300793,0.049203172,-0.038918074,0.03436,0.097392938,-0.072697622,-0.010697738
,,,,,,1300,0.2513008,0.160949,0.1442606,0.1042784,0.3392112,-0.014140552,-0.03966,0.03369786,-0.021909674,0.0420081,0.4670594,-0.000000006000,0.00253991,0.001923975,0.00291342,0.001280379,0.002761623,0.016748935,0.01012615,0.014752666,0.012861618,0.01283519,0.009463056,12.357993,-0.007414796,-0.023552575,0.03966,0.026711814,-0.019353765,-0.015131262
191,0.25,0.10,0.15,0.15,0.35,1000,0.2655066,0.1063906,0.1247672,0.1679378,0.335398,-0.061115,-0.02244,0.1009415,-0.0699937,0.05260934,0.448105,0.000000080000,0.002782512,0.003015471,0.00331665,0.001914156,0.001487575,0.012859072,0.014854833,0.00530445,0.006039276,0.012663232,0.013758711,12.216512,0.097732096,-0.10585971,0.02244,0.272844436,-0.185324563,0.011119668
,,,,,,1100,0.261527,0.1064304,0.1326744,0.1632958,0.3360726,-0.03669986,-0.02432,0.06447082,-0.04745614,0.04400698,0.436681,-0.000000040000,0.004094984,0.001014456,0.003550784,0.001689428,0.001946805,0.013838483,0.00983085,0.015499351,0.007676395,0.010179154,0.010362336,12.269237,-0.049076948,-0.070957942,0.02432,0.170613253,-0.113120413,0.000165658
,,,,,,1200,0.2564926,0.1079706,0.1358534,0.1614032,0.3382802,-0.02281392,-0.03068,0.05161566,-0.04075194,0.0426269,0.4393816,-0.000000020000,0.002264943,0.002245133,0.002989864,0.001693729,0.001719351,0.012106169,0.008448097,0.013081779,0.007034645,0.008454003,0.006017501,12.336491,-0.024672982,-0.047082491,0.03068,0.092651605,-0.057791274,-0.009591461
,,,,,,1300,0.2549708,0.109649,0.1371368,0.1625562,0.3356874,-0.002777942,-0.03969,0.03986054,-0.04861802,0.05122094,0.4852104,0.000000018000,0.001862693,0.001801681,0.002602501,0.003200682,0.002330636,0.01381383,0.015856277,0.014349586,0.016282781,0.021043934,0.015308091,12.411652,0.022340974,-0.040759807,0.03969,0.029916139,0.000956354,-0.020176632
192,0.25,0.15,0.10,0.35,0.15,1000,0.2630058,0.1523264,0.07577542,0.3742716,0.1346204,-0.05240334,-0.00989,0.10849326,-0.10229524,0.05609276,0.4036796,0.000000384000,0.003546771,0.00202923,0.002651447,0.003869108,0.003538859,0.020151628,0.012946639,0.016661551,0.016128894,0.019621869,0.008647247,12.085275,0.46407456,-0.038959339,0.00989,0.096029237,-0.037405919,-0.021222492
,,,,,,1100,0.259552,0.1533722,0.08392838,0.3682672,0.13488,-0.052240588,-0.00721,0.07758092,-0.08428498,0.06615284,0.4150642,0.000000001000,0.003214716,0.00172739,0.002746707,0.002391174,0.002186165,0.025355632,0.005228275,0.018175639,0.013598246,0.010249716,0.014993917,12.134816,0.001213482,-0.028569148,0.00721,0.098877094,-0.036246451,-0.032996124
,,,,,,1200,0.2558308,0.1540726,0.08857542,0.3631012,0.1384198,-0.017397004,-0.01289,0.04177886,-0.05617288,0.04468274,0.4252196,0.000000000000,0.002855311,0.001242025,0.003026594,0.003565202,0.003306582,0.017870757,0.007878696,0.009633585,0.019434471,0.018834467,0.00412403,12.195387,0,-0.041424723,0.01289,0.079630088,-0.026756729,-0.016881576
,,,,,,1300,0.2513974,0.1545078,0.09251776,0.361803,0.139774,0.005422256,-0.01411,0.017970048,-0.0356059,0.026324982,0.3969924,-0.000000016000,0.002989121,0.003059132,0.002976905,0.0035082,0.002270794,0.013263587,0.012132333,0.012098864,0.006369005,0.014460872,0.009350866,12.254707,-0.019607531,-0.020553809,0.01411,0.00628085,0.019041079,-0.015535527
193,0.25,0.15,0.15,0.35,0.10,1000,0.276649,0.1524716,0.10040634,0.3914214,0.07905146,-0.07443802,-0.00528,0.1346726,-0.124045,0.06909138,0.394347,0.000000036000,0.00383496,0.001647736,0.003582613,0.001138644,0.002481432,0.011514279,0.009783655,0.013923821,0.004423329,0.008469101,0.003967545,12.073673,0.043465223,-0.001040574,0.00528,0.034292131,0.008631932,-0.040283569
,,,,,,1100,0.2702522,0.1522954,0.1125038,0.3829876,0.08196088,-0.0529177,-0.00731,0.09817824,-0.09435636,0.0564069,0.4350188,0.000000090000,0.003471607,0.001577065,0.003870901,0.004786205,0.002823853,0.015326462,0.009720218,0.012298397,0.016392262,0.015867779,0.009969389,12.12418,0.10911762,-0.05267565,0.00731,0.132397847,-0.063140967,-0.01308132
,,,,,,1200,0.261865,0.1527634,0.1279944,0.3697934,0.08758396,-0.04888072,-0.00588,0.0966271,-0.08943494,0.0475672,0.437536,-0.000000026000,0.002837311,0.002727274,0.004289865,0.003517567,0.002356012,0.013233064,0.011895885,0.016500662,0.015259313,0.016289895,0.001779445,12.17481,-0.031654506,-0.019572432,0.00588,0.044661256,-0.0070735,-0.015213894
,,,,,,1300,0.2562404,0.155185,0.1379706,0.361991,0.08861352,-0.023616346,-0.01780,0.03402568,-0.03254052,0.0399313,0.444081,0.000000041400,0.004662581,0.00313951,0.006098464,0.005514054,0.003008781,0.017068598,0.014127097,0.013853173,0.018850286,0.012831253,0.004828288,12.231256,0.0506374,-0.006677736,0.01780,0.014525761,-0.000623033,-0.018330302
194,0.25,0.10,0.15,0.35,0.15,1000,0.2826712,0.10004412,0.08544334,0.4075522,0.1242896,-0.1344584,-0.00118,0.2713526,-0.2415072,0.10578978,0.4260924,-0.000000208000,0.00256484,0.00207834,0.004910742,0.00416169,0.000645512,0.003220059,0.01041991,0.018957688,0.019995586,0.010432999,0.006619945,12.13537,-0.252415696,0.004949135,0.00118,0.01856401,0.043476729,-0.056360157
,,,,,,1100,0.2701514,0.10299586,0.1085756,0.3898358,0.1284414,-0.08790668,-0.00991,0.1795144,-0.173792,0.09209366,0.4164304,-0.000000376000,0.002931061,0.002871233,0.001900162,0.003401334,0.003497306,0.013549141,0.009723494,0.011460825,0.016513042,0.014087709,0.002015109,12.181367,-0.458019399,0.005400123,0.00991,0.000648831,0.050729684,-0.058240728
,,,,,,1200,0.263293,0.1041296,0.1229696,0.3765192,0.133089,-0.04703574,-0.01154,0.09585184,-0.09630042,0.05902272,0.4218722,-0.000000140000,0.002617101,0.001025315,0.002588122,0.004239234,0.003045025,0.019619681,0.007103741,0.014639185,0.017529633,0.02263208,0.006189676,12.238379,-0.171337306,-0.00916832,0.01154,0.020154203,0.01706132,-0.032458755
,,,,,,1300,0.2620574,0.1011628,0.12729,0.3763526,0.133137,-0.05413074,-0.00047,0.0965976,-0.1101802,0.0681832,0.4606982,0.000000346400,0.001915886,0.001409561,0.001845967,0.001894207,0.003091292,0.019282364,0.005512942,0.014880603,0.007092514,0.012737633,0.004001897,12.292301,0.425805307,0.01848592,0.00047,-0.039470687,0.071159085,-0.042766893
195,0.25,0.15,0.35,0.15,0.10,1000,0.3153344,0.161744,0.246656,0.1956754,0.08059002,-0.3311024,-0.05125,0.5245874,-0.2248908,0.0826515,0.4442682,-0.000000120000,0.001601182,0.002441913,0.003749482,0.002729009,0.001254492,0.014103531,0.013028235,0.02265516,0.010515396,0.007970555,0.007799155,12.094708,-0.145136496,0.170657924,0.05125,-0.165419902,-0.020442191,-0.021414877
,,,,,,1100,0.2910674,0.158499,0.2852794,0.1795914,0.08556232,-0.1858856,-0.03133,0.2971886,-0.1415754,0.06159934,0.4271708,-0.000000180000,0.002410021,0.001869517,0.002723321,0.000584815,0.000945891,0.013342846,0.006669628,0.012660317,0.004879739,0.009882395,0.014726292,12.124947,-0.218249046,0.090039466,0.03133,-0.08789676,-0.001383507,-0.0222731
,,,,,,1200,0.2786384,0.158205,0.305775,0.1721468,0.08523452,-0.12997774,-0.03395,0.2087278,-0.10010098,0.05530134,0.4337428,0.000000400000,0.005604988,0.002259622,0.007840577,0.003956025,0.001267439,0.028949959,0.010975538,0.038371943,0.017521709,0.009783838,0.005097382,12.167703,0.48670812,0.06449087,0.03395,-0.073561896,0.007774543,-0.024350001
,,,,,,1300,0.2845968,0.1576546,0.3023452,0.1716976,0.08370596,-0.1386184,-0.02571,0.2023398,-0.09824972,0.06023714,0.4738672,-0.000000080000,0.004033799,0.002579743,0.00511634,0.002524919,0.000748062,0.015800504,0.013123655,0.017105377,0.011504959,0.006477736,0.011611201,12.222977,-0.097783816,0.098733162,0.02571,-0.138416893,0.054586532,-0.031797231
196,0.25,0.15,0.35,0.10,0.15,1000,0.3075182,0.1597506,0.2698246,0.129074,0.1338328,-0.2434424,-0.03023,0.3365046,-0.1264702,0.06363768,0.422714,-0.000000080000,0.002834244,0.002628776,0.001263168,0.000863542,0.002221407,0.016340453,0.011318188,0.009007048,0.003988733,0.014822269,0.010352183,12.096669,-0.096773352,0.119683172,0.03023,-0.059459897,-0.062767985,-0.016402666
,,,,,,1100,0.2926234,0.1588728,0.290617,0.1233996,0.134487,-0.2013252,-0.03438,0.2842732,-0.1113916,0.0628204,0.4366918,0.000000160000,0.001473411,0.001140282,0.000758793,0.000485474,0.001764782,0.011272367,0.007137329,0.013320878,0.002978788,0.006524518,0.015460486,12.139883,0.194238128,0.093653984,0.03438,-0.049159837,-0.04920496,-0.018642259
,,,,,,1200,0.2800538,0.1586254,0.3100592,0.1147414,0.13652,-0.1559768,-0.03245,0.2065628,-0.0709187,0.05277778,0.4275366,-0.000000240000,0.002762608,0.001808075,0.003867589,0.001323077,0.002043352,0.011223066,0.009762537,0.016520709,0.010433297,0.013181367,0.010155615,12.190507,-0.292572168,0.095343179,0.03245,-0.081414075,-0.014565402,-0.024120253
,,,,,,1300,0.2773836,0.161071,0.311954,0.1142152,0.1353764,-0.12076346,-0.04161,0.166856,-0.05941398,0.05492956,0.4753896,0.000000100000,0.00483023,0.001447442,0.002939587,0.000845651,0.002457402,0.031796865,0.005416658,0.021445489,0.003605727,0.016015332,0.008301194,12.236318,0.12236318,0.080388009,0.04161,-0.102147443,0.015214146,-0.026140108
197,0.25,0.10,0.35,0.15,0.15,1000,0.3208974,0.1099662,0.2375054,0.2017868,0.1298448,-0.3056138,-0.03855,0.484251,-0.2185776,0.07849134,0.4546232,-0.000000040000,0.001363748,0.001470917,0.00203403,0.001840209,0.001585636,0.00537617,0.007607066,0.009691134,0.007098166,0.008138818,0.007875874,12.164058,-0.048656232,0.127545114,0.03855,-0.085630331,-0.053704278,-0.010528109
,,,,,,1100,0.3079938,0.1066632,0.259202,0.1945738,0.1315672,-0.2604434,-0.02325,0.4090786,-0.1972758,0.07188616,0.4598086,-0.000000020000,0.005369132,0.000665506,0.004527739,0.002219307,0.002550706,0.022728003,0.002872663,0.023999539,0.012655379,0.010225658,0.012885856,12.202448,-0.024404896,0.124061119,0.02325,-0.111271088,-0.006144632,-0.015927697
,,,,,,1200,0.2982864,0.1077798,0.2777758,0.1847654,0.1313926,-0.2231766,-0.02778,0.3348738,-0.1588142,0.07489592,0.4548244,0.000000360000,0.002827768,0.001629786,0.002953414,0.001980461,0.002147957,0.014605547,0.004905328,0.021778409,0.014372349,0.010038958,0.013193833,12.246116,0.440860176,0.141203919,0.02778,-0.165680929,0.043245299,-0.036152822
,,,,,,1300,0.2867166,0.1081424,0.2934568,0.1766252,0.1350592,-0.1530924,-0.03273,0.2418792,-0.11170992,0.055648,0.4713148,-0.000000340000,0.002478579,0.001644657,0.004897098,0.00311414,0.001327451,0.014576318,0.007312833,0.021289624,0.010119816,0.006211777,0.009792938,12.29614,-0.41806876,0.114029034,0.03273,-0.179273484,0.068946453,-0.027794122
198,0.25,0.35,0.10,0.15,0.15,1000,0.2562696,0.3583744,0.09144922,0.1533272,0.1405794,-0.017028462,-0.03213,0.03027674,-0.014750042,0.03363277,0.37974,0.000000046000,0.003109553,0.001992939,0.001960995,0.001489377,0.0028608,0.013592682,0.011798521,0.011040767,0.009206474,0.016048925,0.012352103,11.90031,0.054741426,-0.033589018,0.03213,0.083034444,-0.062648308,-0.014313666
,,,,,,1100,0.2533992,0.3601366,0.09508302,0.1509728,0.1404086,-0.014180656,-0.03586,0.019513932,-0.001824906,0.0323487,0.377951,-0.000000030000,0.003474835,0.003268562,0.002490519,0.001116609,0.002434215,0.022401575,0.014143512,0.016658607,0.013879387,0.011951584,0.004796422,11.951922,-0.035855766,-0.020534486,0.03586,0.056290857,-0.049954322,-0.01810487
,,,,,,1200,0.2521816,0.3600844,0.09418168,0.153574,0.1399786,-0.00975907,-0.03224,0.019989584,-0.018023126,0.04003334,0.3726946,-0.000000026000,0.00392855,0.002510885,0.001959958,0.003023235,0.002110461,0.008665424,0.01915406,0.011898172,0.017600801,0.009434192,0.004761171,12.005497,-0.031214292,-0.007988107,0.03224,0.016640862,-0.006997671,-0.031645416
,,,,,,1300,0.2505832,0.360249,0.09685182,0.1507224,0.1415932,-0.008631102,-0.03433,0.02236152,-0.008135628,0.028731418,0.3704746,0.000000008000,0.004152026,0.002788888,0.001185582,0.003117978,0.0034573,0.022215507,0.014338548,0.010335505,0.011617395,0.017535109,0.003534984,12.06732,0.009653856,0.002038281,0.03433,-0.011795398,0.000918331,-0.02403045
199,0.25,0.35,0.15,0.10,0.15,1000,0.2612748,0.358722,0.1359268,0.1060464,0.13803,-0.03850184,-0.03205,0.05436074,-0.027226062,0.04341996,0.3796014,0.000000058000,0.002792332,0.001073836,0.003529014,0.002546855,0.001395004,0.020184185,0.008306958,0.016370169,0.01395867,0.012596559,0.009477135,11.891833,0.068972631,-0.011879743,0.03205,0.05842237,-0.049811582,-0.024190891
,,,,,,1100,0.2563552,0.3611864,0.1409412,0.1024574,0.1390594,-0.03202239,-0.03631,0.03978212,-0.017081608,0.04563372,0.3734748,0.000000022000,0.004247083,0.001189391,0.001153062,0.002373659,0.002895553,0.022302298,0.006089732,0.006551762,0.01279089,0.020084841,0.010220089,11.936042,0.026259292,0.002866688,0.03631,0.023882946,-0.026405459,-0.033670962
,,,,,,1200,0.253744,0.361746,0.1431752,0.1011222,0.1402124,-0.022031487,-0.04503,0.036799274,-0.00686062,0.0371261,0.3875164,-0.000000013440,0.003168157,0.00205044,0.002257143,0.000669665,0.000807435,0.024836615,0.010681744,0.017743302,0.003422358,0.009166374,0.01324904,11.993806,-0.016119675,-0.007306337,0.04503,0.023754447,-0.034501211,-0.023260039
,,,,,,1300,0.25654,0.35957,0.140677,0.1022676,0.1409454,-0.02353496,-0.03282,0.0286971,-0.006020536,0.03368292,0.4054616,-0.000000036400,0.003412386,0.003619718,0.001894335,0.00128287,0.002397432,0.008993931,0.011649529,0.009176887,0.006859505,0.010322537,0.011265131,12.046507,-0.043849285,0.005676325,0.03282,-7.55867E-05,-0.013529678,-0.020948937
200,0.25,0.35,0.15,0.15,0.10,1000,0.2622092,0.3578276,0.1341298,0.1555774,0.09025542,-0.04804374,-0.02888,0.0667078,-0.025381744,0.03560268,0.3882486,0.000000008000,0.002081944,0.001823007,0.003058402,0.002530974,0.001240791,0.013986715,0.01252818,0.018321657,0.016372766,0.01061042,0.01145081,11.876187,0.00950095,-0.017055377,0.02888,0.079021661,-0.074160238,-0.010756389
,,,,,,1100,0.2545484,0.3598914,0.141057,0.1526102,0.09189328,-0.011484462,-0.04243,0.036265262,-0.013811126,0.03146128,0.3835068,0.000000014000,0.002553678,0.001668007,0.005190904,0.003575526,0.002428432,0.012157377,0.007026109,0.021301901,0.020013585,0.004330109,0.005556452,11.924944,0.016694922,-0.030130984,0.04243,0.05460719,-0.048260221,-0.014386215
,,,,,,1200,0.25317,0.3617054,0.1442172,0.1501542,0.09075328,0.009626246,-0.05083,0.00175375,0.009825623,0.0296251,0.397854,-0.000000020600,0.002325274,0.003596916,0.002028728,0.002950225,0.001199456,0.0316758,0.02264444,0.021058421,0.016032803,0.007357212,0.006539683,11.976943,-0.024672503,-0.047048074,0.05083,0.075485477,-0.062584658,-0.011938262
,,,,,,1300,0.2514714,0.3597728,0.1473036,0.1492432,0.09220932,-0.009742056,-0.03668,0.021248062,-0.00448397,0.02965696,0.3998982,0.000000016000,0.005020362,0.002378435,0.003658752,0.00208476,0.00075688,0.019996704,0.017515083,0.014849353,0.007956535,0.015488567,0.008715153,12.028777,0.019246043,-0.006325164,0.03668,0.004502403,-0.013105146,-0.018200333
201,0.15,0.15,0.10,0.35,0.25,1000,0.1576904,0.1544458,0.07542474,0.381528,0.2309114,-0.03086922,-0.01349,0.09290092,-0.11984998,0.07130456,0.399632,-0.000000170000,0.001956619,0.001501742,0.001379028,0.003947879,0.00331496,0.00939263,0.009506812,0.010018922,0.03201596,0.010464629,0.00768614,12.253407,-0.208307919,-0.053604444,0.01349,0.096199978,-0.0093173,-0.039063613
,,,,,,1100,0.1546674,0.1544624,0.08330436,0.3729404,0.234625,-0.016733748,-0.01518,0.0570093,-0.07857526,0.0534765,0.3814306,-0.000000010000,0.00210314,0.002344765,0.004348241,0.004882704,0.002329218,0.022463717,0.007388311,0.018132438,0.01474831,0.01981296,0.012589657,12.311742,-0.012311742,-0.022303057,0.01518,0.028232373,0.020350073,-0.037459466
,,,,,,1200,0.155703,0.1539168,0.08574234,0.3674802,0.2371576,-0.017201608,-0.01286,0.05311958,-0.06766252,0.04460328,0.3981904,0.000000012400,0.002163297,0.001826477,0.002309758,0.002826843,0.001915113,0.015361103,0.00997725,0.004829399,0.010179775,0.014696338,0.007759036,12.363523,0.015330769,-0.020483285,0.01286,0.024662617,0.014532604,-0.026792108
,,,,,,1300,0.1515246,0.1576004,0.08905264,0.365141,0.2366812,0.000154322,-0.03364,0.0462754,-0.06446172,0.05167426,0.4669166,-0.000000018000,0.003119905,0.001476912,0.001394766,0.002687957,0.003705634,0.021637425,0.009301928,0.010757549,0.02139377,0.015041483,0.011411809,12.427146,-0.022368863,-0.037801467,0.03364,0.014060581,0.023248619,-0.024830209
202,0.15,0.10,0.15,0.35,0.25,1000,0.1666656,0.102751,0.10424568,0.4004658,0.2258712,-0.0646279,-0.00551,0.1684492,-0.1900174,0.0917045,0.457538,-0.000000074000,0.002714742,0.001403185,0.004368452,0.00543447,0.002348167,0.012792857,0.01118742,0.010868808,0.015531762,0.019225944,0.006164511,12.300134,-0.091020992,-0.118401776,0.00551,0.241277032,-0.089850245,-0.021847815
,,,,,,1100,0.1622882,0.1039342,0.1181958,0.3863506,0.2292316,-0.05692104,-0.01174,0.1294154,-0.1475368,0.08678356,0.4492832,-0.000000078800,0.003030628,0.001535367,0.003107194,0.003550347,0.002173153,0.016827591,0.009181018,0.021088181,0.025999089,0.012961417,0.009913296,12.35172,-0.097331554,-0.066388694,0.01174,0.139846595,-0.036385328,-0.036188841
,,,,,,1200,0.1567818,0.1056864,0.1267904,0.3769466,0.2337944,-0.022704104,-0.01670,0.07535674,-0.09457122,0.0586223,0.4300052,0.000000054000,0.003914211,0.001329378,0.002529189,0.004179839,0.002564516,0.016923871,0.009842238,0.018176726,0.021828775,0.011683708,0.012114826,12.415185,0.067041999,-0.039859962,0.01670,0.053776453,0.006365487,-0.029052378
,,,,,,1300,0.1546258,0.1042058,0.1331854,0.3722258,0.235757,-0.015275306,-0.01659,0.06080118,-0.08232446,0.05339288,0.435823,-0.000000018000,0.003176233,0.001432235,0.002667011,0.001977447,0.001815031,0.016672717,0.008286276,0.01961532,0.021349605,0.008675882,0.006015798,12.472914,-0.022451245,-0.0123597,0.01659,-0.016511363,0.052071853,-0.033687919
203,0.10,0.15,0.15,0.35,0.25,1000,0.1085414,0.1559858,0.1132418,0.3927216,0.2295096,-0.03270028,-0.02038,0.1396978,-0.1655346,0.07891418,0.4429144,0.000000062000,0.003011142,0.001447049,0.004743939,0.004818561,0.002067317,0.008106462,0.01044287,0.014569512,0.019073919,0.006433895,0.007452478,12.329712,0.076444214,-0.125440029,0.02038,0.214311639,-0.076275126,-0.018556986
,,,,,,1100,0.1059652,0.1549902,0.1207112,0.3845776,0.2337554,-0.018741574,-0.01946,0.11122124,-0.1247746,0.05175844,0.4232096,-0.000000382180,0.002295166,0.000866995,0.004195153,0.003888339,0.000936684,0.016319683,0.010864409,0.020326136,0.012651098,0.012270287,0.009317821,12.385007,-0.473330198,-0.072184749,0.01946,0.087327588,-0.010846184,-0.014450828
,,,,,,1200,0.10216714,0.1562752,0.1327648,0.3708088,0.237984,-0.004862944,-0.02436,0.06469764,-0.07602198,0.04054374,0.4293104,-0.000000084000,0.002510826,0.000968248,0.003715316,0.004952701,0.002717347,0.014162446,0.006558092,0.015785873,0.023467913,0.017912422,0.008347825,12.442495,-0.104516958,-0.057157789,0.02436,0.063314104,-0.011417736,-0.011230616
,,,,,,1300,0.10195212,0.156969,0.1327224,0.3741564,0.2341998,-0.008226488,-0.02205,0.0621827,-0.08663366,0.05472904,0.4397258,0.000000032000,0.001821024,0.002581441,0.000942867,0.001555137,0.00429013,0.011475686,0.005647619,0.008855844,0.019292792,0.020181949,0.005426366,12.506721,0.040021507,-0.02066522,0.02205,-0.015878804,0.055005316,-0.034127996
204,0.15,0.15,0.25,0.35,0.10,1000,0.191647,0.161986,0.1302554,0.4473318,0.06877988,-0.1489992,-0.03977,0.4181482,-0.344213,0.1148382,0.4778896,0.000000360000,0.001944903,0.002021336,0.001977796,0.00287414,0.001682289,0.013428674,0.005440754,0.017382986,0.014607711,0.003373257,0.008005913,12.219461,0.439900596,-0.068668899,0.03977,0.069118849,0.011380316,-0.031761116
,,,,,,1100,0.1834004,0.1570864,0.158109,0.4265836,0.07482054,-0.1283642,-0.02381,0.3498174,-0.2931368,0.0954902,0.4234584,-0.000000080000,0.002984767,0.001673824,0.004982093,0.002879773,0.000485126,0.009958102,0.006027713,0.020278962,0.01011038,0.005059756,0.01350332,12.264873,-0.098118984,0.037128867,0.02381,-0.150593812,0.157055114,-0.058055799
,,,,,,1200,0.1745118,0.1567928,0.1810748,0.4098706,0.0777505,-0.08737312,-0.01903,0.2500048,-0.2238522,0.0802508,0.4060984,0.000000038000,0.002627329,0.002837469,0.004760087,0.0036609,0.001376728,0.011045369,0.014667366,0.026446264,0.021063137,0.005741168,0.01004467,12.308648,0.046772862,0.043504171,0.01903,-0.159458616,0.162003714,-0.059516831
,,,,,,1300,0.1655212,0.156699,0.207342,0.3858862,0.08455172,-0.0498849,-0.02153,0.138923,-0.1248988,0.0573895,0.44055,0.000000078000,0.002256966,0.00139523,0.003840581,0.00631154,0.004069744,0.012533245,0.009112335,0.009919384,0.021114518,0.021941135,0.017287367,12.359405,0.096403359,0.0207278,0.02153,-0.092193767,0.092979925,-0.03659922
205,0.15,0.10,0.25,0.35,0.15,1000,0.195853,0.1057972,0.122534,0.4624954,0.11332,-0.2020344,-0.02638,0.5635682,-0.486393,0.151242,0.4929496,-0.000000280000,0.001579113,0.001714413,0.001877502,0.003055878,0.001304255,0.010078921,0.010977382,0.014873396,0.01169328,0.008363028,0.008132861,12.27799,-0.34378372,-0.041265819,0.02638,-0.018921647,0.114366666,-0.05838194
,,,,,,1100,0.1860688,0.1052846,0.1490896,0.439987,0.1195704,-0.1523098,-0.02204,0.4350164,-0.3854064,0.1247384,0.4681038,-0.000000360000,0.002477279,0.001113846,0.001977246,0.001853083,0.002463878,0.0069712,0.005152881,0.011699505,0.009597574,0.015182456,0.010748584,12.330646,-0.443903256,0.00562488,0.02204,-0.114711808,0.166619111,-0.064552704
,,,,,,1200,0.1745822,0.1053734,0.1786198,0.416149,0.1252754,-0.1032764,-0.01798,0.2985554,-0.2777768,0.10047694,0.4638862,-0.000000248200,0.00196635,0.001985532,0.001400236,0.003647053,0.002973236,0.009065538,0.017742154,0.029128247,0.02295667,0.008795321,0.007141004,12.379783,-0.307266214,0.014217392,0.01798,-0.11473624,0.152217265,-0.0583846
,,,,,,1300,0.1660956,0.1043814,0.2072208,0.3892636,0.1330388,-0.0725139,-0.01014,0.1872952,-0.1699614,0.06531836,0.4743844,0.000000280000,0.002487415,0.002236548,0.003107973,0.004129388,0.000782186,0.01961929,0.010879144,0.020087945,0.026608848,0.011259054,0.010348901,12.437947,0.348262516,0.032462123,0.01014,-0.123105387,0.126115899,-0.036759702
206,0.10,0.15,0.25,0.35,0.15,1000,0.1268814,0.1609068,0.1504618,0.4417718,0.1199782,-0.10359282,-0.04124,0.3878352,-0.3573468,0.11434578,0.441731,-0.000000040000,0.001217047,0.002700736,0.00436931,0.003870466,0.001192812,0.00969145,0.010769375,0.010348291,0.011820892,0.010958052,0.005500624,12.299946,-0.049199784,-0.052533342,0.04124,-0.038334586,0.118616873,-0.054757322
,,,,,,1100,0.121038,0.1592052,0.1721858,0.423799,0.1237718,-0.07482676,-0.03251,0.2804382,-0.2689866,0.09588562,0.4238428,0.000000140000,0.001136883,0.003129518,0.001093803,0.003128887,0.002240182,0.014832178,0.015327343,0.020265605,0.011342725,0.003510822,0.007633404,12.348356,0.172876984,-0.016885998,0.03251,-0.080172096,0.132192813,-0.058255329
,,,,,,1200,0.1133286,0.1583608,0.1990596,0.3984336,0.1308174,-0.04723188,-0.02918,0.1951556,-0.1925256,0.07377904,0.4325512,0.000000240000,0.001529168,0.000882261,0.00488007,0.004630636,0.00221656,0.014113274,0.008906609,0.025440398,0.027538531,0.022806284,0.012442674,12.402915,0.29766996,-0.017323158,0.02918,-0.06191301,0.101512902,-0.043268116
,,,,,,1300,0.1097314,0.1573936,0.2128068,0.3882708,0.1317972,-0.04026034,-0.02792,0.1574866,-0.1610318,0.07172578,0.438849,0.000000080000,0.003972207,0.001550286,0.005453211,0.002641671,0.001177569,0.016452224,0.004784364,0.031957761,0.013830147,0.008355349,0.013101262,12.466975,0.0997358,0.011650962,0.02792,-0.111635185,0.129712528,-0.05132605
207,0.15,0.25,0.10,0.35,0.15,1000,0.157542,0.2537048,0.08021456,0.3721806,0.1363582,-0.02310034,-0.01243,0.06481004,-0.07625826,0.0469763,0.3840546,-0.000000064000,0.002064555,0.001528688,0.003832009,0.004154252,0.003766779,0.012709324,0.005637994,0.013639266,0.013810914,0.012611691,0.006429329,12.127471,-0.077615814,-0.034860589,0.01243,0.064940029,-0.012368837,-0.024854432
